review_id,annotation_id,reason,frame_paths,current_assessment,question,response_status,corrected_element_type,corrected_map_side,corrected_lane_color,corrected_element_team,notes
MR91119257-016,E060,Annotation support is not directly visible. | Combined neutral-camp plus Sinner's Sacrifice annotations need manual target disambiguation.,output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000295_0001004000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000296_0001005000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000297_0001007500ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000298_0001010000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000299_0001011000ms.png,ambiguous,Is the target identity visually confirmed or only inferred from route order?,,,,,,
MR91119257-016,E060,Annotation support is not directly visible. | Combined neutral-camp plus Sinner's Sacrifice annotations need manual target disambiguation.,output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000295_0001004000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000296_0001005000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000297_0001007500ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000298_0001010000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000299_0001011000ms.png,ambiguous,Does the frame independently support the annotation?,,,,,,
MR91119257-017,E077,Annotation support is not directly visible. | Combined neutral-camp plus Sinner's Sacrifice annotations need manual target disambiguation.,output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000380_0001274000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000381_0001275000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000382_0001277500ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000383_0001280000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000384_0001281000ms.png,ambiguous,Are multiple plausible targets visible in this frame group?,,,,,,
MR91119257-017,E077,Annotation support is not directly visible. | Combined neutral-camp plus Sinner's Sacrifice annotations need manual target disambiguation.,output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000380_0001274000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000381_0001275000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000382_0001277500ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000383_0001280000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000384_0001281000ms.png,ambiguous,Which visible target should be associated with this annotation?,,,,,,
MR91119257-017,E077,Annotation support is not directly visible. | Combined neutral-camp plus Sinner's Sacrifice annotations need manual target disambiguation.,output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000380_0001274000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000381_0001275000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000382_0001277500ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000383_0001280000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000384_0001281000ms.png,ambiguous,"Is this the Green, Blue, or Yellow lane?",,,,,,
MR91119257-017,E077,Annotation support is not directly visible. | Combined neutral-camp plus Sinner's Sacrifice annotations need manual target disambiguation.,output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000380_0001274000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000381_0001275000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000382_0001277500ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000383_0001280000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000384_0001281000ms.png,ambiguous,Is the target identity visually confirmed or only inferred from route order?,,,,,,
MR91119257-017,E077,Annotation support is not directly visible. | Combined neutral-camp plus Sinner's Sacrifice annotations need manual target disambiguation.,output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000380_0001274000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000381_0001275000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000382_0001277500ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000383_0001280000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000384_0001281000ms.png,ambiguous,Does the frame independently support the annotation?,,,,,,
MR91119257-018,E081,Annotation support is not directly visible. | Combined neutral-camp plus Sinner's Sacrifice annotations need manual target disambiguation.,output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000400_0001354000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000401_0001355000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000402_0001357500ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000403_0001360000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000404_0001361000ms.png,ambiguous,Are multiple plausible targets visible in this frame group?,,,,,,
MR91119257-018,E081,Annotation support is not directly visible. | Combined neutral-camp plus Sinner's Sacrifice annotations need manual target disambiguation.,output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000400_0001354000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000401_0001355000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000402_0001357500ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000403_0001360000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000404_0001361000ms.png,ambiguous,Which visible target should be associated with this annotation?,,,,,,
MR91119257-018,E081,Annotation support is not directly visible. | Combined neutral-camp plus Sinner's Sacrifice annotations need manual target disambiguation.,output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000400_0001354000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000401_0001355000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000402_0001357500ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000403_0001360000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000404_0001361000ms.png,ambiguous,"Is this the Green, Blue, or Yellow lane?",,,,,,
MR91119257-018,E081,Annotation support is not directly visible. | Combined neutral-camp plus Sinner's Sacrifice annotations need manual target disambiguation.,output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000400_0001354000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000401_0001355000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000402_0001357500ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000403_0001360000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000404_0001361000ms.png,ambiguous,Is the target identity visually confirmed or only inferred from route order?,,,,,,
MR91119257-018,E081,Annotation support is not directly visible. | Combined neutral-camp plus Sinner's Sacrifice annotations need manual target disambiguation.,output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000400_0001354000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000401_0001355000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000402_0001357500ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000403_0001360000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000404_0001361000ms.png,ambiguous,Does the frame independently support the annotation?,,,,,,
MR91119257-019,E083,Potentially needed for side/lane alias validation. | This annotation may affect side/lane alias feasibility and should remain in the minimized review packet.,output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000410_0001384000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000411_0001385000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000412_0001387500ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000413_0001390000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000414_0001391000ms.png,directly_visible,"Is the target Guardian, Walker, base structure, Patron, shop, camp, teleporter, or another element?",,,,,,
MR91119257-019,E083,Potentially needed for side/lane alias validation. | This annotation may affect side/lane alias feasibility and should remain in the minimized review packet.,output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000410_0001384000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000411_0001385000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000412_0001387500ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000413_0001390000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000414_0001391000ms.png,directly_visible,Does the target belong to Archmother or Hidden King?,,,,,,
MR91119257-019,E083,Potentially needed for side/lane alias validation. | This annotation may affect side/lane alias feasibility and should remain in the minimized review packet.,output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000410_0001384000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000411_0001385000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000412_0001387500ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000413_0001390000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000414_0001391000ms.png,directly_visible,"Is this the Green, Blue, or Yellow lane?",,,,,,
MR91119257-019,E083,Potentially needed for side/lane alias validation. | This annotation may affect side/lane alias feasibility and should remain in the minimized review packet.,output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000410_0001384000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000411_0001385000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000412_0001387500ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000413_0001390000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000414_0001391000ms.png,directly_visible,Is the target identity visually confirmed or only inferred from route order?,,,,,,
MR91119257-019,E083,Potentially needed for side/lane alias validation. | This annotation may affect side/lane alias feasibility and should remain in the minimized review packet.,output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000410_0001384000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000411_0001385000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000412_0001387500ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000413_0001390000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000414_0001391000ms.png,directly_visible,Does the frame independently support the annotation?,,,,,,
MR91119257-019,E083,Potentially needed for side/lane alias validation. | This annotation may affect side/lane alias feasibility and should remain in the minimized review packet.,output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000410_0001384000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000411_0001385000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000412_0001387500ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000413_0001390000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000414_0001391000ms.png,directly_visible,Does the frame support a side/lane alias?,,,,,,
MR91119257-020,E084,Potentially needed for side/lane alias validation. | This annotation may affect side/lane alias feasibility and should remain in the minimized review packet.,output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000415_0001414000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000416_0001415000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000417_0001417500ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000418_0001420000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000419_0001421000ms.png,directly_visible,"Is the target Guardian, Walker, base structure, Patron, shop, camp, teleporter, or another element?",,,,,,
MR91119257-020,E084,Potentially needed for side/lane alias validation. | This annotation may affect side/lane alias feasibility and should remain in the minimized review packet.,output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000415_0001414000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000416_0001415000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000417_0001417500ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000418_0001420000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000419_0001421000ms.png,directly_visible,Does the target belong to Archmother or Hidden King?,,,,,,
MR91119257-020,E084,Potentially needed for side/lane alias validation. | This annotation may affect side/lane alias feasibility and should remain in the minimized review packet.,output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000415_0001414000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000416_0001415000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000417_0001417500ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000418_0001420000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000419_0001421000ms.png,directly_visible,"Is this the Green, Blue, or Yellow lane?",,,,,,
MR91119257-020,E084,Potentially needed for side/lane alias validation. | This annotation may affect side/lane alias feasibility and should remain in the minimized review packet.,output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000415_0001414000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000416_0001415000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000417_0001417500ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000418_0001420000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000419_0001421000ms.png,directly_visible,Is the target identity visually confirmed or only inferred from route order?,,,,,,
MR91119257-020,E084,Potentially needed for side/lane alias validation. | This annotation may affect side/lane alias feasibility and should remain in the minimized review packet.,output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000415_0001414000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000416_0001415000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000417_0001417500ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000418_0001420000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000419_0001421000ms.png,directly_visible,Does the frame independently support the annotation?,,,,,,
MR91119257-020,E084,Potentially needed for side/lane alias validation. | This annotation may affect side/lane alias feasibility and should remain in the minimized review packet.,output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000415_0001414000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000416_0001415000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000417_0001417500ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000418_0001420000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000419_0001421000ms.png,directly_visible,Does the frame support a side/lane alias?,,,,,,
MR91119257-021,E085,Potentially needed for side/lane alias validation. | This annotation may affect side/lane alias feasibility and should remain in the minimized review packet.,output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000420_0001429000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000422_0001430000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000425_0001432500ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000428_0001435000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000431_0001436000ms.png,directly_visible,"Is the target Guardian, Walker, base structure, Patron, shop, camp, teleporter, or another element?",,,,,,
MR91119257-021,E085,Potentially needed for side/lane alias validation. | This annotation may affect side/lane alias feasibility and should remain in the minimized review packet.,output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000420_0001429000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000422_0001430000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000425_0001432500ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000428_0001435000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000431_0001436000ms.png,directly_visible,Does the target belong to Archmother or Hidden King?,,,,,,
MR91119257-021,E085,Potentially needed for side/lane alias validation. | This annotation may affect side/lane alias feasibility and should remain in the minimized review packet.,output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000420_0001429000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000422_0001430000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000425_0001432500ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000428_0001435000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000431_0001436000ms.png,directly_visible,"Is this the Green, Blue, or Yellow lane?",,,,,,
MR91119257-021,E085,Potentially needed for side/lane alias validation. | This annotation may affect side/lane alias feasibility and should remain in the minimized review packet.,output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000420_0001429000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000422_0001430000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000425_0001432500ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000428_0001435000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000431_0001436000ms.png,directly_visible,Is the target identity visually confirmed or only inferred from route order?,,,,,,
MR91119257-021,E085,Potentially needed for side/lane alias validation. | This annotation may affect side/lane alias feasibility and should remain in the minimized review packet.,output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000420_0001429000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000422_0001430000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000425_0001432500ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000428_0001435000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000431_0001436000ms.png,directly_visible,Does the frame independently support the annotation?,,,,,,
MR91119257-021,E085,Potentially needed for side/lane alias validation. | This annotation may affect side/lane alias feasibility and should remain in the minimized review packet.,output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000420_0001429000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000422_0001430000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000425_0001432500ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000428_0001435000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000431_0001436000ms.png,directly_visible,Does the frame support a side/lane alias?,,,,,,
MR91119257-022,E086,Potentially needed for side/lane alias validation. | This annotation may affect side/lane alias feasibility and should remain in the minimized review packet.,output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000433_0001444000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000434_0001445000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000435_0001447500ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000436_0001450000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000437_0001451000ms.png,directly_visible,"Is the target Guardian, Walker, base structure, Patron, shop, camp, teleporter, or another element?",,,,,,
MR91119257-022,E086,Potentially needed for side/lane alias validation. | This annotation may affect side/lane alias feasibility and should remain in the minimized review packet.,output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000433_0001444000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000434_0001445000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000435_0001447500ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000436_0001450000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000437_0001451000ms.png,directly_visible,Does the target belong to Archmother or Hidden King?,,,,,,
MR91119257-022,E086,Potentially needed for side/lane alias validation. | This annotation may affect side/lane alias feasibility and should remain in the minimized review packet.,output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000433_0001444000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000434_0001445000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000435_0001447500ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000436_0001450000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000437_0001451000ms.png,directly_visible,"Is this the Green, Blue, or Yellow lane?",,,,,,
MR91119257-022,E086,Potentially needed for side/lane alias validation. | This annotation may affect side/lane alias feasibility and should remain in the minimized review packet.,output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000433_0001444000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000434_0001445000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000435_0001447500ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000436_0001450000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000437_0001451000ms.png,directly_visible,Is the target identity visually confirmed or only inferred from route order?,,,,,,
MR91119257-022,E086,Potentially needed for side/lane alias validation. | This annotation may affect side/lane alias feasibility and should remain in the minimized review packet.,output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000433_0001444000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000434_0001445000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000435_0001447500ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000436_0001450000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000437_0001451000ms.png,directly_visible,Does the frame independently support the annotation?,,,,,,
MR91119257-022,E086,Potentially needed for side/lane alias validation. | This annotation may affect side/lane alias feasibility and should remain in the minimized review packet.,output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000433_0001444000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000434_0001445000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000435_0001447500ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000436_0001450000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000437_0001451000ms.png,directly_visible,Does the frame support a side/lane alias?,,,,,,
MR91119257-023,E087,Potentially needed for side/lane alias validation. | This annotation may affect side/lane alias feasibility and should remain in the minimized review packet.,output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000438_0001479000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000439_0001480000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000440_0001482500ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000441_0001485000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000442_0001486000ms.png,directly_visible,"Is the target Guardian, Walker, base structure, Patron, shop, camp, teleporter, or another element?",,,,,,
MR91119257-023,E087,Potentially needed for side/lane alias validation. | This annotation may affect side/lane alias feasibility and should remain in the minimized review packet.,output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000438_0001479000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000439_0001480000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000440_0001482500ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000441_0001485000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000442_0001486000ms.png,directly_visible,Does the target belong to Archmother or Hidden King?,,,,,,
MR91119257-023,E087,Potentially needed for side/lane alias validation. | This annotation may affect side/lane alias feasibility and should remain in the minimized review packet.,output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000438_0001479000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000439_0001480000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000440_0001482500ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000441_0001485000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000442_0001486000ms.png,directly_visible,"Is this the Green, Blue, or Yellow lane?",,,,,,
MR91119257-023,E087,Potentially needed for side/lane alias validation. | This annotation may affect side/lane alias feasibility and should remain in the minimized review packet.,output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000438_0001479000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000439_0001480000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000440_0001482500ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000441_0001485000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000442_0001486000ms.png,directly_visible,Is the target identity visually confirmed or only inferred from route order?,,,,,,
MR91119257-023,E087,Potentially needed for side/lane alias validation. | This annotation may affect side/lane alias feasibility and should remain in the minimized review packet.,output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000438_0001479000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000439_0001480000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000440_0001482500ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000441_0001485000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000442_0001486000ms.png,directly_visible,Does the frame independently support the annotation?,,,,,,
MR91119257-023,E087,Potentially needed for side/lane alias validation. | This annotation may affect side/lane alias feasibility and should remain in the minimized review packet.,output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000438_0001479000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000439_0001480000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000440_0001482500ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000441_0001485000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000442_0001486000ms.png,directly_visible,Does the frame support a side/lane alias?,,,,,,
MR91119257-024,E088,Alias implications depend on human review of side/lane context. | Annotation support is not directly visible. | E088 timestamp correction should be manually confirmed before rewriting any source row. | Needed to confirm corrected E088 visual candidate. | Potentially needed for side/lane alias validation. | This annotation may affect side/lane alias feasibility and should remain in the minimized review packet.,output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000421_0001429000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000423_0001430000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000424_0001430000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000426_0001432500ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000427_0001432500ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000429_0001435000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000430_0001435000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000432_0001436000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000443_0001490000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000444_0001492500ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000445_0001495000ms.png,ambiguous,Are multiple plausible targets visible in this frame group?,,,,,,
MR91119257-024,E088,Alias implications depend on human review of side/lane context. | Annotation support is not directly visible. | E088 timestamp correction should be manually confirmed before rewriting any source row. | Needed to confirm corrected E088 visual candidate. | Potentially needed for side/lane alias validation. | This annotation may affect side/lane alias feasibility and should remain in the minimized review packet.,output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000421_0001429000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000423_0001430000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000424_0001430000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000426_0001432500ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000427_0001432500ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000429_0001435000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000430_0001435000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000432_0001436000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000443_0001490000ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000444_0001492500ms.png | output-local/match_91119257/annotation-frames-opencv/main/frames/frame_000445_0001495000ms.png,ambiguous,Which visible target should be associated with this annotation?,,,,,,
